version,block,exp,id,sentence,cond,gender,structure,phonot_freq,lex_freq,figurativeness,target,distractor,noun,noun_transparency,subject_antecedent,object_antecedent,sentence_wav,pictureA_i,pictureA,pictureB_i,pictureB,CorrectPicture,SubjectBias,RespAllowedTime,StartSentence,onsetQue,onsetDet,onsetN,onsetTarget,offsetTarget,iOffset1,iOffsetN,iOnsetTarget,iOffsetTarget,sOffset1,sOnsetV1,sOnsetC2,sOnsetC3,sOnsetV2,sOffsetTarget,AonsetS,AoffsetS,AonsetO,AoffsetO,AonsetPN,AonsetAux,AonsetGerund,AonsetTarget,AoffsetTarget,end_sentence
4,7,determiner,D25_C4,Comenta que su sillón blanco demanda mucho cuidado.,4,masc,n_adj,NA,NA,NA,blanco,blanca,sillón,opaq,NA,NA,D25_C4.wav,blanco,D25masc.bmp,blanca,D25fem.bmp,D25masc.bmp,NA,1.168613494,100,0.5551025021,0.6290194891,0.7669978647,1.168613494,1.713956598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.229473674
3,7,determiner,D26_C1,Piensa que la iglesia estricta molesta al joven.,1,feme,d_n_adj,NA,NA,NA,estricta,estricto,iglesia,transp,NA,NA,D26_C1.wav,estricta,D26fem.bmp,estricto,D26masc.bmp,D26fem.bmp,NA,1.053876111,100,0.4517334628,0.5080223204,0.6309690358,1.053876111,1.559735187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64007541
4,7,determiner,D26_C2,Piensa que su iglesia estricta molesta al joven.,2,feme,n_adj,NA,NA,NA,estricta,estricto,iglesia,transp,NA,NA,D26_C2.wav,estricta,D26fem.bmp,estricto,D26masc.bmp,D26fem.bmp,NA,1.111315825,100,0.4302457611,0.504438216,0.6845008032,1.111315825,1.646501848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7781943
1,7,determiner,D26_C3,Piensa que la religión estricta molesta al joven.,3,feme,d_n_adj,NA,NA,NA,estricta,estricto,religión,opaq,NA,NA,D26_C3.wav,estricta,D26fem.bmp,estricto,D26masc.bmp,D26fem.bmp,NA,1.165511355,100,0.4266939444,0.5047320636,0.6421470125,1.165511355,1.721108834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.921265236
2,7,determiner,D26_C4,Piensa que su religión estricta molesta al joven.,4,feme,n_adj,NA,NA,NA,estricta,estricto,religión,opaq,NA,NA,D26_C4.wav,estricta,D26fem.bmp,estricto,D26masc.bmp,D26fem.bmp,NA,1.266898497,100,0.4690677881,0.544563451,0.7449531734,1.266898497,1.807484725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.924908346
4,7,determiner,D27_C1,Anuncia que el vaso sucio disgusta al invitado.,1,masc,d_n_adj,NA,NA,NA,sucio,sucia,vaso,transp,NA,NA,D27_C1.wav,sucio,D27masc.bmp,sucia,D27fem.bmp,D27masc.bmp,NA,1.163842758,100,0.6216707392,0.690642703,0.8102523111,1.163842758,1.715618469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23571381
3,7,determiner,D27_C2,Anuncia que su vaso sucio disgusta al invitado.,2,masc,n_adj,NA,NA,NA,sucio,sucia,vaso,transp,NA,NA,D27_C2.wav,sucio,D27masc.bmp,sucia,D27fem.bmp,D27masc.bmp,NA,1.249746726,100,0.5592052963,0.6369363997,0.8330718582,1.249746726,1.849903152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.388069203
2,7,determiner,D27_C3,Anuncia que el jardín sucio disgusta al invitado.,3,masc,d_n_adj,NA,NA,NA,sucio,sucia,jardín,opaq,NA,NA,D27_C3.wav,sucio,D27masc.bmp,sucia,D27fem.bmp,D27masc.bmp,NA,1.222379391,100,0.5729088299,0.6308822694,0.6947370723,1.222379391,1.820598071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36533228
1,7,determiner,D27_C4,Anuncia que su jardín sucio disgusta al invitado.,4,masc,n_adj,NA,NA,NA,sucio,sucia,jardín,opaq,NA,NA,D27_C4.wav,sucio,D27masc.bmp,sucia,D27fem.bmp,D27masc.bmp,NA,1.344928295,100,0.6616558985,0.7339921344,0.8943519826,1.344928295,1.978524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.545866639
2,7,determiner,D28_C1,Opina que la novela trágica divide al pueblo.,1,feme,d_n_adj,NA,NA,NA,trágica,trágico,novela,transp,NA,NA,D28_C1.wav,trágica,D28fem.bmp,trágico,D28masc.bmp,D28fem.bmp,NA,1.160263804,100,0.4953535841,0.551668417,0.7028292842,1.160263804,1.775775047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.984399389
1,7,determiner,D28_C2,Opina que su novela trágica divide al pueblo.,2,feme,n_adj,NA,NA,NA,trágica,trágico,novela,transp,NA,NA,D28_C2.wav,trágica,D28fem.bmp,trágico,D28masc.bmp,D28fem.bmp,NA,1.349728093,100,0.5518061207,0.6365411974,0.7646525635,1.349728093,1.989276173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.234404967
4,7,determiner,D28_C3,Opina que la situación trágica divide al pueblo.,3,feme,d_n_adj,NA,NA,NA,trágica,trágico,situación,opaq,NA,NA,D28_C3.wav,trágica,D28fem.bmp,trágico,D28masc.bmp,D28fem.bmp,NA,1.53044796,100,0.5542544285,0.6359575828,0.7516152946,1.53044796,2.150118636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.352205262
3,7,determiner,D28_C4,Opina que su situación trágica divide al pueblo.,4,feme,n_adj,NA,NA,NA,trágica,trágico,situación,opaq,NA,NA,D28_C4.wav,trágica,D28fem.bmp,trágico,D28masc.bmp,D28fem.bmp,NA,1.493053558,100,0.5595609782,0.6387724861,0.7771419555,1.493053558,2.055555532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.249211495
3,8,determiner,D29_C1,Cuenta que el cuadro famoso representa su vida.,1,masc,d_n_adj,NA,NA,NA,famoso,famosa,cuadro,transp,NA,NA,D29_C1.wav,famoso,D29masc.bmp,famosa,D29fem.bmp,D29masc.bmp,NA,0.9404346798,100,0.4231075831,0.476593944,0.6370530265,0.9404346798,1.472667811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.800932439
4,8,determiner,D29_C2,Cuenta que su cuadro famoso representa su vida.,2,masc,n_adj,NA,NA,NA,famoso,famosa,cuadro,transp,NA,NA,D29_C2.wav,famoso,D29masc.bmp,famosa,D29fem.bmp,D29masc.bmp,NA,0.9576332355,100,0.3828210201,0.449243765,0.6638403254,0.9576332355,1.463969708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.69971166
1,8,determiner,D29_C3,Cuenta que el lugar famoso representa su vida.,3,masc,d_n_adj,NA,NA,NA,famoso,famosa,lugar,opaq,NA,NA,D29_C3.wav,famoso,D29masc.bmp,famosa,D29fem.bmp,D29masc.bmp,NA,0.8513002335,100,0.4239557516,0.4833323822,0.534346107,0.8513002335,1.378999584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.586822523
2,8,determiner,D29_C4,Cuenta que su lugar famoso representa su vida.,4,masc,n_adj,NA,NA,NA,famoso,famosa,lugar,opaq,NA,NA,D29_C4.wav,famoso,D29masc.bmp,famosa,D29fem.bmp,D29masc.bmp,NA,0.9508491353,100,0.3974300934,0.4608991304,0.6095095584,0.9508491353,1.474855697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.735010753
1,8,determiner,D30_C1,Declara que la lámpara rara confunde al rey.,1,feme,d_n_adj,NA,NA,NA,rara,raro,lámpara,transp,NA,NA,D30_C1.wav,rara,D30fem.bmp,raro,D30masc.bmp,D30fem.bmp,NA,1.308351761,100,0.5973459838,0.6664427552,0.7997995239,1.308351761,1.624814974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.879393022
2,8,determiner,D30_C2,Declara que su  lámpara rara confunde al rey.,2,feme,n_adj,NA,NA,NA,rara,raro,lámpara,transp,NA,NA,D30_C2.wav,rara,D30fem.bmp,raro,D30masc.bmp,D30fem.bmp,NA,1.351314495,100,0.6082818228,0.6833793911,0.843683816,1.351314495,1.684921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.848056688
3,8,determiner,D30_C3,Declara que la tradición rara confunde al rey.,3,feme,d_n_adj,NA,NA,NA,rara,raro,tradición,opaq,NA,NA,D30_C3.wav,rara,D30fem.bmp,raro,D30masc.bmp,D30fem.bmp,NA,1.540815243,100,0.5972419286,0.6747287185,0.8463766707,1.540815243,1.907651438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.186460669
4,8,determiner,D30_C4,Declara que su tradición rara confunde al rey.,4,feme,n_adj,NA,NA,NA,rara,raro,tradición,opaq,NA,NA,D30_C4.wav,rara,D30fem.bmp,raro,D30masc.bmp,D30fem.bmp,NA,1.443187319,100,0.5313591663,0.5934704502,0.8039586898,1.443187319,1.796876575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.966696955
2,8,determiner,D31_C1,Menciona que el bolso morado lidera las ventas.,1,masc,d_n_adj,NA,NA,NA,morado,morada,bolso,transp,NA,NA,D31_C1.wav,morado,D31masc.bmp,morada,D31fem.bmp,D31masc.bmp,NA,1.230208699,100,0.7266856008,0.7716885083,0.8693363266,1.230208699,1.694672669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.143799043
1,8,determiner,D31_C2,Menciona que su bolso morado lidera las ventas.,2,masc,n_adj,NA,NA,NA,morado,morada,bolso,transp,NA,NA,D31_C2.wav,morado,D31masc.bmp,morada,D31fem.bmp,D31masc.bmp,NA,1.320137965,100,0.6944152486,0.7610506547,0.935765439,1.320137965,1.820716137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.287570537
4,8,determiner,D31_C3,Menciona que el maíz morado lidera las ventas.,3,masc,d_n_adj,NA,NA,NA,morado,morada,maíz,opaq,NA,NA,D31_C3.wav,morado,D31masc.bmp,morada,D31fem.bmp,D31masc.bmp,NA,1.332987397,100,0.7811138548,0.850306459,0.9728523966,1.332987397,1.859017918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.325690772
3,8,determiner,D31_C4,Menciona que su maíz morado lidera las ventas.,4,masc,n_adj,NA,NA,NA,morado,morada,maíz,opaq,NA,NA,D31_C4.wav,morado,D31masc.bmp,morada,D31fem.bmp,D31masc.bmp,NA,1.167567513,100,0.5753964385,0.639414933,0.7935647291,1.167567513,1.635070993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.045546873
4,8,determiner,D32_C1,Indica que la revista cómica divierte a todos.,1,feme,d_n_adj,NA,NA,NA,cómica,cómico,revista,transp,NA,NA,D32_C1.wav,cómica,D32fem.bmp,cómico,D32masc.bmp,D32fem.bmp,NA,1.318552101,100,0.5250628709,0.5790302574,0.7139487237,1.318552101,1.779804608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.102340154
3,8,determiner,D32_C2,Indica que su revista cómica divierte a todos.,2,feme,n_adj,NA,NA,NA,cómica,cómico,revista,transp,NA,NA,D32_C2.wav,cómica,D32fem.bmp,cómico,D32masc.bmp,D32fem.bmp,NA,1.350554364,100,0.5109823063,0.5833301991,0.7355972757,1.350554364,1.791371758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.051564504
2,8,determiner,D32_C3,Indica que la reunión cómica divierte a todos.,3,feme,d_n_adj,NA,NA,NA,cómica,cómico,reunión,opaq,NA,NA,D32_C3.wav,cómica,D32fem.bmp,cómico,D32masc.bmp,D32fem.bmp,NA,1.303204631,100,0.4973166687,0.5745935966,0.7223538762,1.303204631,1.734596712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.041494036
1,8,determiner,D32_C4,Indica que su reunión cómica divierte a todos.,4,feme,n_adj,NA,NA,NA,cómica,cómico,reunión,opaq,NA,NA,D32_C4.wav,cómica,D32fem.bmp,cómico,D32masc.bmp,D32fem.bmp,NA,1.249024039,100,0.5060298425,0.5622037989,0.6925273776,1.249024039,1.663213344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.919481427
1,1,idioms,I01_C1,El abogado se dedicó en cuerpo y alma al último caso,1,NA,NA,NA,NA,fig,alma,mente,NA,NA,NA,NA,I01_C1.wav,alma,I01alma.bmp,mente,I01mente.bmp,I01alma.bmp,NA,2.484520083,100,NA,NA,NA,NA,NA,1.367276811,1.585828867,2.108020118,2.484520083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.479885534
2,1,idioms,I01_C2,El abogado se dedicó en cuerpo y mente al último caso,2,NA,NA,NA,NA,lit,mente,alma,NA,NA,NA,NA,I01_C2.wav,alma,I01alma.bmp,mente,I01mente.bmp,I01mente.bmp,NA,2.346375303,100,NA,NA,NA,NA,NA,1.322443841,1.889485367,1.95418365,2.346375303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.387822721
3,1,idioms,I01_C1,El abogado se dedicó en cuerpo y alma al último caso,1,NA,NA,NA,NA,fig,alma,mente,NA,NA,NA,NA,I01_C1.wav,alma,I01alma.bmp,mente,I01mente.bmp,I01alma.bmp,NA,2.484520083,100,NA,NA,NA,NA,NA,1.367276811,1.585828867,2.108020118,2.484520083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.479885534
4,1,idioms,I01_C2,El abogado se dedicó en cuerpo y mente al último caso,2,NA,NA,NA,NA,lit,mente,alma,NA,NA,NA,NA,I01_C2.wav,alma,I01alma.bmp,mente,I01mente.bmp,I01mente.bmp,NA,2.346375303,100,NA,NA,NA,NA,NA,1.322443841,1.889485367,1.95418365,2.346375303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.387822721
4,1,idioms,I02_C1,El soldado apareció en carne y hueso en la televisión,1,NA,NA,NA,NA,fig,hueso,sangre,NA,NA,NA,NA,I02_C1.wav,hueso,I02hueso.bmp,sangre,I02sangre.bmp,I02hueso.bmp,NA,2.587182729,100,NA,NA,NA,NA,NA,1.480535045,2.092377433,2.233462626,2.587182729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.687660196
3,1,idioms,I02_C2,El soldado apareció en carne y sangre en la televisión,2,NA,NA,NA,NA,lit,sangre,hueso,NA,NA,NA,NA,I02_C2.wav,hueso,I02hueso.bmp,sangre,I02sangre.bmp,I02sangre.bmp,NA,2.6939528,100,NA,NA,NA,NA,NA,1.615799167,2.130299766,2.199068512,2.6939528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.727866595
2,1,idioms,I02_C1,El soldado apareció en carne y hueso en la televisión,1,NA,NA,NA,NA,fig,hueso,sangre,NA,NA,NA,NA,I02_C1.wav,hueso,I02hueso.bmp,sangre,I02sangre.bmp,I02hueso.bmp,NA,2.587182729,100,NA,NA,NA,NA,NA,1.480535045,2.092377433,2.233462626,2.587182729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.687660196
1,1,idioms,I02_C2,El soldado apareció en carne y sangre en la televisión,2,NA,NA,NA,NA,lit,sangre,hueso,NA,NA,NA,NA,I02_C2.wav,hueso,I02hueso.bmp,sangre,I02sangre.bmp,I02sangre.bmp,NA,2.6939528,100,NA,NA,NA,NA,NA,1.615799167,2.130299766,2.199068512,2.6939528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.727866595
1,2,idioms,I03_C1,El vecino obtiene a la vuelta de la esquina la comida,1,NA,NA,NA,NA,fig,esquina,carrera,NA,NA,NA,NA,I03_C1.wav,esquina,I03esquina.bmp,carrera,I03carrera.bmp,I03esquina.bmp,NA,2.352740498,100,NA,NA,NA,NA,NA,1.193949424,1.746392023,1.945176925,2.352740498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.121193512
2,2,idioms,I03_C2,El vecino obtiene a la vuelta de la carrera la comida,2,NA,NA,NA,NA,lit,carrera,esquina,NA,NA,NA,NA,I03_C2.wav,esquina,I03esquina.bmp,carrera,I03carrera.bmp,I03carrera.bmp,NA,2.36686026,100,NA,NA,NA,NA,NA,1.118630313,1.687677659,1.980539539,2.36686026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.097624272
3,2,idioms,I03_C1,El vecino obtiene a la vuelta de la esquina la comida,1,NA,NA,NA,NA,fig,esquina,carrera,NA,NA,NA,NA,I03_C1.wav,esquina,I03esquina.bmp,carrera,I03carrera.bmp,I03esquina.bmp,NA,2.352740498,100,NA,NA,NA,NA,NA,1.193949424,1.746392023,1.945176925,2.352740498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.121193512
4,2,idioms,I03_C2,El vecino obtiene a la vuelta de la carrera la comida,2,NA,NA,NA,NA,lit,carrera,esquina,NA,NA,NA,NA,I03_C2.wav,esquina,I03esquina.bmp,carrera,I03carrera.bmp,I03carrera.bmp,NA,2.36686026,100,NA,NA,NA,NA,NA,1.118630313,1.687677659,1.980539539,2.36686026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.097624272
4,2,idioms,I04_C1,La enferma tenía lágrimas de cocodrilo en la cara,1,NA,NA,NA,NA,fig,cocodrilo,sufrimiento,NA,NA,NA,NA,I04_C1.wav,cocodrilo,I04cocodrilo.bmp,sufrimiento,I04sufrimiento.bmp,I04cocodrilo.bmp,NA,2.285717594,100,NA,NA,NA,NA,NA,1.020304857,1.57111891,1.711951057,2.285717594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.881772392
3,2,idioms,I04_C2,La enferma tenía lágrimas de sufrimiento en la cara,2,NA,NA,NA,NA,lit,sufrimiento,cocodrilo,NA,NA,NA,NA,I04_C2.wav,cocodrilo,I04cocodrilo.bmp,sufrimiento,I04sufrimiento.bmp,I04sufrimiento.bmp,NA,2.395938686,100,NA,NA,NA,NA,NA,1.062691102,1.590988724,1.668079053,2.395938686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.986689433
2,2,idioms,I04_C1,La enferma tenía lágrimas de cocodrilo en la cara,1,NA,NA,NA,NA,fig,cocodrilo,sufrimiento,NA,NA,NA,NA,I04_C1.wav,cocodrilo,I04cocodrilo.bmp,sufrimiento,I04sufrimiento.bmp,I04cocodrilo.bmp,NA,2.285717594,100,NA,NA,NA,NA,NA,1.020304857,1.57111891,1.711951057,2.285717594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.881772392
1,2,idioms,I04_C2,La enferma tenía lágrimas de sufrimiento en la cara,2,NA,NA,NA,NA,lit,sufrimiento,cocodrilo,NA,NA,NA,NA,I04_C2.wav,cocodrilo,I04cocodrilo.bmp,sufrimiento,I04sufrimiento.bmp,I04sufrimiento.bmp,NA,2.395938686,100,NA,NA,NA,NA,NA,1.062691102,1.590988724,1.668079053,2.395938686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.986689433
1,3,idioms,I05_C1,La estudiante encontró a su príncipe azul en un bar,1,NA,NA,NA,NA,fig,azul,real,NA,NA,NA,NA,I05_C1.wav,azul,I05azul.bmp,real,I05real.bmp,I05azul.bmp,NA,2.320470812,100,NA,NA,NA,NA,NA,1.212761232,1.977370203,1.977370203,2.320470812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.868372025
2,3,idioms,I05_C2,La estudiante encontró a su príncipe real en un bar,2,NA,NA,NA,NA,lit,real,azul,NA,NA,NA,NA,I05_C2.wav,azul,I05azul.bmp,real,I05real.bmp,I05real.bmp,NA,2.312166795,100,NA,NA,NA,NA,NA,1.226800815,1.988784216,1.996902607,2.312166795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.999781435
3,3,idioms,I05_C1,La estudiante encontró a su príncipe azul en un bar,1,NA,NA,NA,NA,fig,azul,real,NA,NA,NA,NA,I05_C1.wav,azul,I05azul.bmp,real,I05real.bmp,I05azul.bmp,NA,2.320470812,100,NA,NA,NA,NA,NA,1.212761232,1.977370203,1.977370203,2.320470812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.868372025
4,3,idioms,I05_C2,La estudiante encontró a su príncipe real en un bar,2,NA,NA,NA,NA,lit,real,azul,NA,NA,NA,NA,I05_C2.wav,azul,I05azul.bmp,real,I05real.bmp,I05real.bmp,NA,2.312166795,100,NA,NA,NA,NA,NA,1.226800815,1.988784216,1.996902607,2.312166795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.999781435
4,3,idioms,I06_C1,El sobrino es la oveja negra de la familia,1,NA,NA,NA,NA,fig,negra,joven,NA,NA,NA,NA,I06_C1.wav,negra,I06negra.bmp,joven,I06joven.bmp,I06negra.bmp,NA,1.826240843,100,NA,NA,NA,NA,NA,0.776735861,1.440313733,1.440313733,1.826240843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72860789
3,3,idioms,I06_C2,El sobrino es la oveja joven de la familia,2,NA,NA,NA,NA,lit,joven,negra,NA,NA,NA,NA,I06_C2.wav,negra,I06negra.bmp,joven,I06joven.bmp,I06joven.bmp,NA,1.724415101,100,NA,NA,NA,NA,NA,0.7264124409,1.287028039,1.287028039,1.724415101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.552039116
2,3,idioms,I06_C1,El sobrino es la oveja negra de la familia,1,NA,NA,NA,NA,fig,negra,joven,NA,NA,NA,NA,I06_C1.wav,negra,I06negra.bmp,joven,I06joven.bmp,I06negra.bmp,NA,1.826240843,100,NA,NA,NA,NA,NA,0.776735861,1.440313733,1.440313733,1.826240843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72860789
1,3,idioms,I06_C2,El sobrino es la oveja joven de la familia,2,NA,NA,NA,NA,lit,joven,negra,NA,NA,NA,NA,I06_C2.wav,negra,I06negra.bmp,joven,I06joven.bmp,I06joven.bmp,NA,1.724415101,100,NA,NA,NA,NA,NA,0.7264124409,1.287028039,1.287028039,1.724415101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.552039116
1,4,idioms,I07_C1,El jugador quería ganar a toda costa el partido,1,NA,NA,NA,NA,fig,costa,hora,NA,NA,NA,NA,I07_C1.wav,costa,I07costa.bmp,hora,I07hora.bmp,I07costa.bmp,NA,2.678240619,100,NA,NA,NA,NA,NA,1.735304955,2.186395789,2.273031631,2.678240619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.487995624
2,4,idioms,I07_C2,El jugador quería ganar a toda hora el partido,2,NA,NA,NA,NA,lit,hora,costa,NA,NA,NA,NA,I07_C2.wav,costa,I07costa.bmp,hora,I07hora.bmp,I07hora.bmp,NA,2.435157574,100,NA,NA,NA,NA,NA,1.66069452,2.109196109,2.109196109,2.435157574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.240957994
3,4,idioms,I07_C1,El jugador quería ganar a toda costa el partido,1,NA,NA,NA,NA,fig,costa,hora,NA,NA,NA,NA,I07_C1.wav,costa,I07costa.bmp,hora,I07hora.bmp,I07costa.bmp,NA,2.678240619,100,NA,NA,NA,NA,NA,1.735304955,2.186395789,2.273031631,2.678240619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.487995624
4,4,idioms,I07_C2,El jugador quería ganar a toda hora el partido,2,NA,NA,NA,NA,lit,hora,costa,NA,NA,NA,NA,I07_C2.wav,costa,I07costa.bmp,hora,I07hora.bmp,I07hora.bmp,NA,2.435157574,100,NA,NA,NA,NA,NA,1.66069452,2.109196109,2.109196109,2.435157574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.240957994
4,4,idioms,I08_C1,La niña no cambia por nada del mundo la muñeca,1,NA,NA,NA,NA,fig,mundo,cuarto,NA,NA,NA,NA,I08_C1.wav,mundo,I08mundo.bmp,cuarto,I08cuarto.bmp,I08mundo.bmp,NA,2.278649106,100,NA,NA,NA,NA,NA,1.189952755,1.749770145,1.929711502,2.278649106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.104648947
3,4,idioms,I08_C2,La niña no cambia por nada del cuarto la muñeca,2,NA,NA,NA,NA,lit,cuarto,mundo,NA,NA,NA,NA,I08_C2.wav,mundo,I08mundo.bmp,cuarto,I08cuarto.bmp,I08cuarto.bmp,NA,2.500710075,100,NA,NA,NA,NA,NA,1.234411968,1.848485047,2.130756841,2.500710075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.272956696
2,4,idioms,I08_C1,La niña no cambia por nada del mundo la muñeca,1,NA,NA,NA,NA,fig,mundo,cuarto,NA,NA,NA,NA,I08_C1.wav,mundo,I08mundo.bmp,cuarto,I08cuarto.bmp,I08mundo.bmp,NA,2.278649106,100,NA,NA,NA,NA,NA,1.189952755,1.749770145,1.929711502,2.278649106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.104648947
1,4,idioms,I08_C2,La niña no cambia por nada del cuarto la muñeca,2,NA,NA,NA,NA,lit,cuarto,mundo,NA,NA,NA,NA,I08_C2.wav,mundo,I08mundo.bmp,cuarto,I08cuarto.bmp,I08cuarto.bmp,NA,2.500710075,100,NA,NA,NA,NA,NA,1.234411968,1.848485047,2.130756841,2.500710075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.272956696
